[356],[318],0.2355848434925865,0.562992125984252
[318],[356],0.2355848434925865,0.5836734693877551
[318],[296],0.21252059308072488,0.5265306122448979
[296],[318],0.21252059308072488,0.5584415584415585
[356],[296],0.21252059308072488,0.5078740157480315
[296],[356],0.21252059308072488,0.5584415584415585
[593],[356],0.2042833607907743,0.5876777251184835
[356],[593],0.2042833607907743,0.4881889763779528
[593],[296],0.20098846787479407,0.5781990521327014
[296],[593],0.20098846787479407,0.5281385281385281
[480],[356],0.19769357495881384,0.6557377049180327
[356],[480],0.19769357495881384,0.47244094488188976
[2571],[356],0.19769357495881384,0.5555555555555556
[356],[2571],0.19769357495881384,0.47244094488188976
[1196],[260],0.19604612850082373,0.7300613496932515
[260],[1196],0.19604612850082373,0.6230366492146597
[593],[318],0.19439868204283361,0.5592417061611374
[318],[593],0.19439868204283361,0.48163265306122455
[2571],[260],0.1927512355848435,0.5416666666666666
[260],[2571],0.1927512355848435,0.612565445026178
[2571],[318],0.18780889621087316,0.5277777777777778
[318],[2571],0.18780889621087316,0.4653061224489796
[1210],[260],0.18616144975288304,0.7337662337662338
[260],[1210],0.18616144975288304,0.5916230366492147
[2959],[2571],0.18616144975288304,0.6726190476190477
[2571],[2959],0.18616144975288304,0.5231481481481481
[7153],[4993],0.18616144975288304,0.7635135135135136
[4993],[7153],0.18616144975288304,0.7290322580645161
[356],[110],0.18451400329489293,0.4409448818897638
[110],[356],0.18451400329489293,0.5989304812834225
[2571],[296],0.1812191103789127,0.5092592592592593
[296],[2571],0.1812191103789127,0.4761904761904762
[296],[47],0.17957166392092258,0.4718614718614719
[47],[296],0.17957166392092258,0.6855345911949685
[2571],[1196],0.17957166392092258,0.5046296296296297
[1196],[2571],0.17957166392092258,0.6687116564417178
[318],[110],0.17462932454695224,0.4326530612244898
[110],[318],0.17462932454695224,0.5668449197860963
[527],[318],0.17298187808896212,0.6441717791411044
[318],[527],0.17298187808896212,0.4285714285714286
[318],[50],0.171334431630972,0.4244897959183674
[50],[318],0.171334431630972,0.6380368098159509
[296],[110],0.171334431630972,0.45021645021645024
[110],[296],0.171334431630972,0.5561497326203209
[2959],[356],0.1696869851729819,0.6130952380952381
[356],[2959],0.1696869851729819,0.40551181102362205
[589],[480],0.1696869851729819,0.5988372093023256
[480],[589],0.1696869851729819,0.5628415300546449
[2571],[1210],0.1696869851729819,0.47685185185185186
[1210],[2571],0.1696869851729819,0.6688311688311689
[296],[50],0.16803953871499178,0.4415584415584416
[50],[296],0.16803953871499178,0.6257668711656442
[356],[260],0.16639209225700163,0.3976377952755905
[260],[356],0.16639209225700163,0.5287958115183246
[1210],[1196],0.16639209225700163,0.6558441558441558
[1196],[1210],0.16639209225700163,0.6196319018404907
[480],[296],0.16474464579901152,0.5464480874316939
[296],[480],0.16474464579901152,0.4329004329004329
[2959],[318],0.16474464579901152,0.5952380952380952
[318],[2959],0.16474464579901152,0.40816326530612246
[527],[356],0.16474464579901152,0.6134969325153373
[356],[527],0.16474464579901152,0.39370078740157477
[593],[480],0.16474464579901152,0.4739336492890995
[480],[593],0.16474464579901152,0.5464480874316939
[356],[47],0.1630971993410214,0.38976377952755903
[47],[356],0.1630971993410214,0.6226415094339621
[589],[356],0.1630971993410214,0.5755813953488372
[356],[589],0.1630971993410214,0.38976377952755903
[2571],[1198],0.1630971993410214,0.45833333333333326
[1198],[2571],0.1630971993410214,0.6226415094339621
[4993],[2571],0.1630971993410214,0.6387096774193547
[2571],[4993],0.1630971993410214,0.45833333333333326
[480],[110],0.1614497528830313,0.53551912568306
[110],[480],0.1614497528830313,0.5240641711229946
[2959],[296],0.1614497528830313,0.5833333333333334
[296],[2959],0.1614497528830313,0.4242424242424242
[480],[318],0.1614497528830313,0.53551912568306
[318],[480],0.1614497528830313,0.39999999999999997
[2571],[593],0.1614497528830313,0.45370370370370366
[593],[2571],0.1614497528830313,0.4644549763033175
[593],[260],0.15980230642504117,0.4597156398104265
[260],[593],0.15980230642504117,0.5078534031413612
[1198],[260],0.15980230642504117,0.6100628930817609
[260],[1198],0.15980230642504117,0.5078534031413612
[2571],[2028],0.15980230642504117,0.449074074074074
[2028],[2571],0.15980230642504117,0.6643835616438356
[5952],[4993],0.15980230642504117,0.7519379844961239
[4993],[5952],0.15980230642504117,0.6258064516129032
[356],[1],0.15815485996705106,0.37795275590551175
[1],[356],0.15815485996705106,0.5818181818181818
[296],[260],0.15815485996705106,0.41558441558441556
[260],[296],0.15815485996705106,0.5026178010471204
[7153],[2571],0.15815485996705106,0.6486486486486486
[2571],[7153],0.15815485996705106,0.44444444444444436
[589],[110],0.15650741350906094,0.5523255813953488
[110],[589],0.15650741350906094,0.5080213903743315
[589],[296],0.15650741350906094,0.5523255813953488
[296],[589],0.15650741350906094,0.41125541125541126
[318],[47],0.15485996705107083,0.3836734693877551
[47],[318],0.15485996705107083,0.591194968553459
