[4226, 7153],[4993],0.09719934102141681,0.8939393939393939
[5952, 6539],[7153],0.09555189456342669,0.8923076923076924
[296, 1210],[260],0.09884678747940692,0.8823529411764706
[47, 1196],[260],0.10378912685337727,0.875
[1210, 3578],[2571],0.09060955518945635,0.873015873015873
[4993, 6539],[7153],0.1070840197693575,0.8666666666666667
[1210, 1270],[260],0.10378912685337727,0.863013698630137
[3578, 7153],[4993],0.09060955518945635,0.859375
[1196, 1270],[260],0.10049423393739704,0.8591549295774649
[1210, 1265],[260],0.09555189456342669,0.8529411764705883
[589, 1240],[2571],0.09060955518945635,0.8461538461538461
[356, 4993],[7153],0.11696869851729819,0.8452380952380952
[1196, 2959],[2571],0.1070840197693575,0.8441558441558442
[1196, 1265],[260],0.09555189456342669,0.8405797101449276
[356, 5952],[7153],0.10049423393739704,0.8356164383561644
[5952, 7153],[4993],0.12520593080724876,0.8351648351648352
[1, 1196],[260],0.09060955518945635,0.8333333333333334
[6539, 7153],[4993],0.1070840197693575,0.8333333333333334
[480, 1196],[1210],0.10543657331136738,0.8311688311688312
[1210, 4993],[2571],0.09719934102141681,0.8309859154929577
[2571, 5952],[4993],0.10378912685337727,0.8289473684210527
[296, 1210],[1196],0.09225700164744646,0.823529411764706
[1198, 1210],[260],0.11367380560131796,0.8214285714285715
[356, 1196],[260],0.12026359143327842,0.8202247191011236
[480, 1210],[260],0.11202635914332784,0.819277108433735
[480, 1196],[260],0.10378912685337727,0.8181818181818182
[1210, 4993],[260],0.09555189456342669,0.8169014084507042
[2762, 2959],[2571],0.09555189456342669,0.8169014084507042
[1196, 2858],[260],0.10214168039538715,0.8157894736842106
[1196, 2028],[260],0.10049423393739704,0.8133333333333334
[1196, 1210],[260],0.13509060955518945,0.8118811881188119
[296, 1196],[260],0.11367380560131796,0.8117647058823529
[2959, 4993],[7153],0.11367380560131796,0.8117647058823529
[1, 1210],[260],0.09225700164744646,0.8115942028985508
[593, 7153],[4993],0.09225700164744646,0.8115942028985508
[1210, 1265],[2571],0.09060955518945635,0.8088235294117647
[589, 1196],[2571],0.10214168039538715,0.8051948051948052
[2762, 2959],[356],0.09390444810543658,0.8028169014084507
[318, 7153],[4993],0.1070840197693575,0.8024691358024691
[260, 480],[1210],0.11202635914332784,0.8
[318, 5952],[4993],0.09884678747940692,0.8
[47, 260],[1196],0.10378912685337727,0.7974683544303798
[1270, 2571],[260],0.10214168039538715,0.7948717948717949
[260, 2959],[2571],0.10214168039538715,0.7948717948717949
[2959, 7153],[4993],0.11367380560131796,0.7931034482758621
[589, 1196],[260],0.10049423393739704,0.7922077922077922
[1196, 2959],[260],0.10049423393739704,0.7922077922077922
[1221],[858],0.13179571663920922,0.7920792079207921
[2571, 5952],[7153],0.09884678747940692,0.7894736842105263
[1210, 4993],[1196],0.09225700164744646,0.7887323943661972
[260, 589],[2571],0.10378912685337727,0.7875000000000001
[593, 1210],[260],0.10378912685337727,0.7875000000000001
[1196, 1198],[260],0.11532125205930807,0.7865168539325843
[1210, 2571],[260],0.13344316309719934,0.7864077669902911
[593, 1196],[260],0.10873146622734761,0.7857142857142858
[4993, 5952],[7153],0.12520593080724876,0.7835051546391752
[260, 2959],[1196],0.10049423393739704,0.782051282051282
[589, 1210],[2571],0.10049423393739704,0.782051282051282
[2571, 7153],[4993],0.12355848434925865,0.78125
[356, 5952],[4993],0.09390444810543658,0.7808219178082192
[1198, 4993],[2571],0.09390444810543658,0.7808219178082192
[260, 4993],[2571],0.10543657331136738,0.7804878048780488
[356, 1210],[260],0.11696869851729819,0.7802197802197802
[1196, 2571],[260],0.1400329489291598,0.7798165137614678
[110, 1196],[1210],0.09225700164744646,0.7777777777777778
[1196, 7153],[260],0.09225700164744646,0.7777777777777778
[356, 2959],[2571],0.13179571663920922,0.7766990291262135
[4226, 4993],[7153],0.09719934102141681,0.7763157894736843
[1240, 2571],[589],0.09060955518945635,0.7746478873239437
[1196, 1270],[1210],0.09060955518945635,0.7746478873239437
[318, 4993],[7153],0.1070840197693575,0.7738095238095238
[858, 1210],[260],0.09555189456342669,0.7733333333333334
[1198, 1270],[260],0.09555189456342669,0.7733333333333334
[318, 5952],[7153],0.09555189456342669,0.7733333333333334
[2115],[2571],0.10049423393739704,0.7721518987341772
[47, 260],[2571],0.10049423393739704,0.7721518987341772
[1240],[2571],0.11696869851729819,0.7717391304347827
[480, 1210],[1196],0.10543657331136738,0.7710843373493976
[1210, 2028],[260],0.09390444810543658,0.7702702702702703
[1210, 2028],[2571],0.09390444810543658,0.7702702702702703
[1610],[2571],0.09225700164744646,0.767123287671233
[110, 1210],[1196],0.09225700164744646,0.767123287671233
[480, 500],[356],0.09225700164744646,0.767123287671233
[47, 1196],[2571],0.09060955518945635,0.763888888888889
[110, 1196],[260],0.09060955518945635,0.763888888888889
[1196, 7153],[4993],0.09060955518945635,0.763888888888889
[7153],[4993],0.18616144975288304,0.7635135135135136
[2571, 4226],[2959],0.09555189456342669,0.7631578947368421
[47, 2571],[260],0.10049423393739704,0.7625000000000001
[260, 589],[1196],0.10049423393739704,0.7625000000000001
[1196, 4993],[260],0.10049423393739704,0.7625000000000001
[1196, 4993],[2571],0.10049423393739704,0.7625000000000001
[7438],[2959],0.10543657331136738,0.761904761904762
[318, 1210],[260],0.09390444810543658,0.76
[858, 1210],[2571],0.09390444810543658,0.76
[1, 2571],[356],0.09884678747940692,0.759493670886076
[260, 7153],[2571],0.09884678747940692,0.759493670886076
[260, 7153],[4993],0.09884678747940692,0.759493670886076
[318, 1196],[260],0.10378912685337727,0.7590361445783133
[260, 1270],[1210],0.10378912685337727,0.7590361445783133
